S.n,Product Name,Price,Discount,Discount Price,Retail Price,Brand,Image,Category,Review Rating
3529,Daikin 3.8 Ton Floor Standing Series (FVQN125AXV1),950000,11,104500,1054500,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.9
3530,Daikin 4.6 Ton Floor Standing Series (FVQN140AXV1),435000,11,47850,482850,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.4
3531,Dawlance 1.5 Ton Infinity Plus Series AC (30),49899,11,5488.89,55387.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3532,Dawlance 4.0 Ton Designer Plus Series Floor Standing AC (90),149999,11,16499.89,166498.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3533,Dawlance 1.5 Ton Inverter Series AC (30TS),149800,11,16478,166278,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.7
3534,Dawlance 1.0 Ton Sprinter Series Inverter AC (15),81120,11,8923.2,90043.2,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.2
3535,Dawlance 1.0 Ton Inspire Plus Series Inverter AC,54870,11,6035.7,60905.7,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,5
3536,Dawlance 2.0 Ton Powercon Series Inverter AC,84000,11,9240,93240,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.5
3537,Dawlance 1.5 Ton LVS Plus Series AC (30),49499,11,5444.89,54943.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.5
3538,Dawlance 1.0 Ton Infinity Plus Series AC (15),51999,11,5719.89,57718.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.5
3539,Dawlance 1.0 Ton HZone Plus Series AC (15),53499,11,5884.89,59383.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.2
3540,Dawlance 1.0 Ton Designer Plus Series Inverter AC (15),53499,11,5884.89,59383.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3541,Dawlance 1.0 Ton Proactive Series Inverter AC,56999,11,6269.89,63268.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4
3542,Dawlance 1.0 Ton Aura Series Inverter Split AC,61000,11,6710,67710,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.2
3543,Dawlance 1.0 Ton Inverter Series AC,58000,11,6380,64380,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.1
3544,Dawlance 1.5 Ton Inspire Plus Series Inverter AC (30),81649,11,8981.39,90630.39,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.6
3545,Dawlance 1.5 Ton Designer Plus Series Inverter AC (30),75400,11,8294,83694,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.7
3546,Dawlance 1.0 Ton Proactive Series Inverter AC (15HC),72000,11,7920,79920,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.6
3547,Dawlance 1.0 Ton LVS Plus Series Split AC,60000,11,6600,66600,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.8
3548,Gree 1.5 Ton Fairy Series Inverter Split AC (GS18FITH1S),143499,11,15784.89,159283.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3
3549,Gree 1.5 Ton Fairy Series Split Inverter  AC (GS18FITH1W),120500,11,13255,133755,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.4
3550,Gree 1.5 Ton Fairy Series Inverter Split AC (GS18FITH1C),120500,11,13255,133755,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3551,Gree 1.0 Ton Lomo Series Split AC (GS12LMH8L),52499,11,5774.89,58273.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.6
3552,Gree 2.0 Ton Cozy Series Inverter AC (GS24CITH13),111999,11,12319.89,124318.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.9
3553,Gree 2.0 Ton fairy Series Inverter AC (24FITH3),120999,11,13309.89,134308.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3554,Gree 2.0 Ton Lomo Series Inverter AC (GS24LITH12W),115000,11,12650,127650,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,5
3555,Gree 2.0 Ton Cozy Series Inverter AC (24CITH11),109999,11,12099.89,122098.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3556,Gree 2.0 Ton Cozy Series Inverter AC (24CITH11B),112999,11,12429.89,125428.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.2
3557,Gree 1.0 Ton Lomo Series Split AC (12LM08R410),70500,11,7755,78255,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3558,Gree 1.5 Ton Cozy Series Inverter AC (18CITH11S),93000,11,10230,103230,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3559,Gree 1.0 Ton Cozy Series Inverter AC (GS12CITH11B),65999,11,7259.89,73258.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3
3560,Gree 1.0 Ton Cool Only Series Inverter AC (R410),61559,11,6771.49,68330.49,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.5
3561,Gree 4.0 Ton Heat & Cool Series Floor Standing AC (GF48FWITH),425000,11,46750,471750,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.4
3562,Gree Ceiling Cool Split AC (GKH48K3HI),428000,11,47080,475080,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.4
3563,Gree 1.5 Ton Amber Series Split Inverter AC (GS18AITH11W),97000,11,10670,107670,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3564,Gree 2.0 Ton Heat & Cool Series Floor Standing AC (GF24FW),140000,11,15400,155400,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3565,Gree 1.5 Ton Eco Series Inverter AC (GS18CITH3F ),60000,11,6600,66600,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.2
3566,Gree 1.5 Ton Fairy Series Inverter AC (GS18FITHW),89999,11,9899.89,99898.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.1
3567,Gree 2.0 Ton Lomo Series Inverter AC (GS24LM8L),97999,11,10779.89,108778.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4
3568,Gree 1.0 Ton Lomo Series Split AC (GS12LM8L),56599,11,6225.89,62824.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3569,Gree 2.0 Ton Heat & Cool Series Floor Standing AC (GF24FWH),121999,11,13419.89,135418.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.3
3570,Gree 1.5 Ton G10 Series Inverter AC (GS18CITH12G),82499,11,9074.89,91573.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.7
3571,Gree 2.0 Ton Cozy Series Inverter AC (24CITH12),113500,11,12485,125985,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.2
3572,Gree 2.0 Ton Lomo Series Inverter AC (GS24LM9),113900,11,12529,126429,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,5
3573,Gree 1.0 Ton Heat & Cool Series Split AC (GS12LMH5L),55000,11,6050,61050,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3574,Gree 2.0 Ton Cozy Series Inverter AC (GS24CITH2),110000,11,12100,122100,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3575,Gree 2.0 Ton Heat & Cool Series Floor Standing AC (GF24ISH),192000,11,21120,213120,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.7
3576,Gree 2.0 Ton Lomo LVS 410a Series AC (GS24LM4),85499,11,9404.89,94903.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3
3577,Gree 2.0 Ton Fairy Series Inverter AC (GS24FITH1CW),113999,11,12539.89,126538.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.6
3578,Gree 1.5 Ton Cozy Series Inverter AC (18CITH11BR410A),92879,11,10216.69,103095.69,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.6
3579,Gree 1.0 Ton Cozy Series Inverter AC (12CITH12),73000,11,8030,81030,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3580,Gree 1.0 Ton Fairy Series Split Inverter AC (GS12FITH5WBMEM),81499,11,8964.89,90463.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.2
3581,Gree 1.5 Ton Amber Series Inverter Split AC (GS18AITH11S),92000,11,10120,102120,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3582,Haier 1.0 Ton Puri Inverter AC(HSU-12HJ/012USDC(G),143171,11,15748.81,158919.81,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.4
3583,Haier 1.0 Ton Pearl Inverte Series AC(HSU-12HFPAA/013WUSDC(B),149000,11,16390,165390,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.7
3584,Haier 1.0 Ton Marvel Inverter Series AC(HSU-12HFMAE-013WISDC(W),74000,11,8140,82140,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3585,Haier 1.0 Ton Turbo Cool Series(HSU-12CFCM-013L(W),116499,11,12814.89,129313.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.1
3586,Haier 1.5 Ton Turbo Cool Series(HSU-18CFCM-013L(W),128999,11,14189.89,143188.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3587,Haier 1.0 Ton Pearl Inverter Series AC(HSU-12HFPBG-013WUSDC(W),102554,11,11280.94,113834.94,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3588,Haier 1.0 Ton Marvel Inverter AC(Marvel Inverter  HSU-12HFMAC-013WISDC(W),138500,11,15235,153735,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.5
3589,Haier 2.0 Ton Triple Inverter Series AC(HSU-24HFCD-012USDC(W),119000,11,13090,132090,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3590,Haier 2.0 Ton Fixed Frequency Series(HSU-24LTC-013L(R),155900,11,17149,173049,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.9
3591,Haier 2.0 Ton Duzin Inverter AC(HPU-24HDZ),366000,11,40260,406260,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.2
3592,Haier 1.5 Ton Marvel Inverter Series(HSU-18HFMAE/013WISDC(W),94000,11,10340,104340,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3593,Haier 1.5 Ton Cool Inverter Series(HSU-18LFCB-013USDC(W),154498,11,16994.78,171492.78,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3594,Haier 2.0 Ton Yunding Inverter AC(HPU-24HYD),229000,11,25190,254190,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.6
3595,Haier 1.0 Ton Puri Inverter Series AC(HSU-12HJ/012USDC(S),224999,11,24749.89,249748.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.1
3596,Haier 1.0 Ton Puri Inverter Series AC(HSU-12HJ/012USDC(W),80000,11,8800,88800,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.3
3597,Haier 1.5 Ton Pearl Inverter AC(HSU-12HFPAA-013WUSDC(G),94000,11,10340,104340,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.1
3598,Haier 1.0 Ton Triple Inverter Series AC(HSU-12HFCF-013USDC(W),140000,11,15400,155400,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3599,Haier 2.0 Ton Duzin Inverter(HPU-24HDZ),366000,11,40260,406260,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3600,Haier 1.0 Ton Pearl Inverter AC(HSU-12HFPAA-013WUSDC(G),126000,11,13860,139860,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.7
3601,Haier 1.5 Ton Triple Inverter Series AC(HSU-18HFCF-013USDC(W),86000,11,9460,95460,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3
3602,Haier 1.0 Ton Cool Inverter Series AC(HSU-12LFCB-013USDC(W),127000,11,13970,140970,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.3
3603,Haier 1.5 Ton T Series AC (HSU18LTK),127013,11,13971.43,140984.43,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.7
3604,Haier 1.5 Ton Inverter AC (HSU18HNM),75999,11,8359.89,84358.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.3
3605,Haier 1.5 Ton Inverter Series AC (HSU18H),88000,11,9680,97680,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.3
3606,Haier 1.5 Ton T Series AC (HSU18LTWR410),54499,11,5994.89,60493.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3607,Haier 1.0 Ton T Series AC (HSU12LTR410),43499,11,4784.89,48283.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.3
3608,Haier 2.0 Ton Inverter AC (24HNI),112599,11,12385.89,124984.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.3
3609,Haier 2.0 Ton T Series AC (HSU24LTCR410),88500,11,9735,98235,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3
3610,Haier 1.0 Ton T Series AC (HSU12LTHR410),86839,11,9552.29,96391.29,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3611,Haier 1.0 Ton Inverter Series AC (HSU12HNC),53205,11,5852.55,59057.55,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.9
3612,Haier 1.0 Ton T Series AC (HSU12LTGR410),49600,11,5456,55056,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.6
3613,Haier 1.5 Ton Inverter Series AC (HSU18HJ),85000,11,9350,94350,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.5
3614,Haier  1.5 Ton Inverter AC (HSU-18HNJB),85000,11,9350,94350,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.7
3615,Haier 2.0 Ton Inverter Series AC (HSU24HNF),107000,11,11770,118770,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3616,Kenwood 1 Ton eTitan Plus Split AC(KET-1242S),129240,11,14216.4,143456.4,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.3
3617,Kenwood 1.5 Ton eSMART Plus Inverter AC(KES-1838S),269500,11,29645,299145,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.3
3618,Kenwood 2 Ton eFreedom Floor Standing AC(KEF-2445FH),278000,11,30580,308580,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4
3619,Kenwood 1.5 Ton eGrande Pearl Split AC(KEG-1840S),170000,11,18700,188700,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3620,Kenwood 1.5 Ton eECO Plus(KEE-1843S),181999,11,20019.89,202018.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.9
3621,Kenwood 1.5 Ton eImperial Floor Standing AC(KEI-2442FH),150000,11,16500,166500,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4
3622,Kenwood 2.0 Ton eTitan Plus Split AC(KET-2442S),122500,11,13475,135975,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.3
3623,Kenwood 1.5 Ton ePrime Plus Split Inverter AC (KEP1834S),76999,11,8469.89,85468.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.7
3624,Kenwood  1.0 Ton eTech Split AC (KET1228S),62800,11,6908,69708,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,5
3625,Kenwood 1.5 Ton eECO Plus Split Inverter AC (KEE1836S),87800,11,9658,97458,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3626,Kenwood 1.5 Ton eSleek Split Inverter AC (KES1830S),79300,11,8723,88023,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.5
3627,Kenwood 1.5 Ton eSerene Series Inverter AC (KES1837s),79300,11,8723,88023,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.3
3628,Kenwood 1.5 Ton eEco Plus Inverter AC (KEE1835S),87800,11,9658,97458,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.8
3629,Kenwood 2.0 Ton elmperial Floor Standing AC (KEI2430F),233400,11,25674,259074,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.5
3630,Kenwood 1.0 Ton eSense Series AC (KEE1203SH),43000,11,4730,47730,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3631,Kenwood 1.5 Ton eGrande Plus Series Split AC (1832S),95430,11,10497.3,105927.3,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.9
3632,Kenwood 1.0 Ton eIcon Plus Series Split AC (KEI1233S),57680,11,6344.8,64024.8,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.2
3633,Kenwood 1.0 Ton eStar Series Split AC,76715,11,8438.65,85153.65,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.8
3634,Kenwood 1.0 Ton eInverter Series Inverter AC (KEP1214),109593,11,12055.23,121648.23,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.3
3635,Kenwood 4.0 Ton eFortune Series Floor Standing AC (KEF4230F),130000,11,14300,144300,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.3
3636,Kenwood 1.5 Ton eAmore Split AC (KEA1821S),63499,11,6984.89,70483.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.2
3637,Kenwood 2.0 Ton eECO Plus Split Inverter AC (KEE2435S),149968,11,16496.48,166464.48,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.6
3638,Kenwood 2.0 Ton eIcon Split AC (KEI2423S),69999,11,7699.89,77698.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3639,Kenwood 2.0 Ton eElement Floor Standing AC (KEE240F),123760,11,13613.6,137373.6,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.6
3640,Kenwood 1.0 Ton eSmart Series Split Inverter AC (Kes1220S),89488,11,9843.68,99331.68,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4
3641,Kenwood 1.5 Ton eLcon Series Split AC (KEI1823S),109593,11,12055.23,121648.23,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.7
3642,Kenwood 1.5 Ton eInverter Series Inverter AC (KEP1814),127859,11,14064.49,141923.49,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3643,Kenwood 1.5 Ton eECO Split Inverter AC (KEE1827S),89645,11,9860.95,99505.95,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.2
3644,Kenwood 1.0 Ton eAmore Split AC (KEA1221S),63499,11,6984.89,70483.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.6
3645,Kenwood 1.0 Ton eGrande Split AC (KEG1222S),80368,11,8840.48,89208.48,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.4
3646,Kenwood 1.5 Ton eInverter AC (KET1829S),91000,11,10010,101010,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,5
3647,Kenwood 1.5 Ton eSMART Split Inverter AC (KES1820s),100000,11,11000,111000,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.9
3648,Kenwood 2.0 Ton eMax Floor standing AC (KEX241f),84000,11,9240,93240,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,5
3649,Kenwood 4.0 Ton eImperial Floor Standing AC (KEI4830FH),175999,11,19359.89,195358.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3650,Acson 1.5 Ton Inverter Series AC (A5WMY18LR),50000,11,5500,55500,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.5
3651,Acson 1.0 Ton Inverter Series AC (A5WMY15LR),112689,11,12395.79,125084.79,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.8
3652,Acson 1.6 Ton Inverter Series AC (A5WMY20JR),177689,11,19545.79,197234.79,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.8
3653,Acson 2.0 Ton Inverter Series AC (A5WMY25JR),65000,11,7150,72150,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.9
3654,Acson 1.6 Ton Inverter Series AC (R22Awm20J),116690,11,12835.9,129525.9,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.3
3655,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18FGi),95000,11,10450,105450,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.9
3656,Changhong Ruba 1.0 Ton Inverter Series (SDC12CW),62999,11,6929.89,69928.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.7
3657,ChanghongRuba 1.5 Ton Smart DC Inverter Series (SDH18OWi),105000,11,11550,116550,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.7
3658,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18FA),95000,11,10450,105450,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3659,Changhong Ruba 1.5 Ton Boutique Series (SDH18Mercedes),109999,11,12099.89,122098.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3660,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18XGi),105000,11,11550,116550,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.1
3661,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18FAi),91999,11,10119.89,102118.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.5
3662,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18BMW),93999,11,10339.89,104338.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3663,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18SW Pro),130000,11,14300,144300,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3664,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18OCi),109999,11,12099.89,122098.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3665,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18FG),95999,11,10559.89,106558.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.4
3666,Changhong Ruba 2.0 Ton Standing AC (FH24LW-FH24LA1H),116999,11,12869.89,129868.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3
3667,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18EAI),91999,11,10119.89,102118.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.6
3668,Changhong Ruba 1.5 Ton Smart DC Inverter Series (SDH18EA),85999,11,9459.89,95458.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.2
3669,Changhong Ruba 1.0 Ton Conventional Series (CSC12JTW-CSC12JW),57999,11,6379.89,64378.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3670,Changhong Ruba 1.5 Ton Conventional Series (CSC18JTW),69999,11,7699.89,77698.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.8
3671,Changhong Ruba 1.5 Ton Inverter Series AC (CSDH18MAW),70000,11,7700,77700,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3672,Changhong Ruba 1.0 Ton Inverter Series Split AC (CSDH12BMW),63000,11,6930,69930,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.5
3673,Changhong Ruba 1.5 Ton Inverter Series AC (CSDH18ODH),87318,11,9604.98,96922.98,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.2
3674,Changhong Ruba 1.5 Ton Inverter Series AC (CSDH18BMS),79200,11,8712,87912,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.7
3675,Changhong Ruba 1.5 Ton Cool Only Series Inverter Split AC (CSDC18BAHPLUS),94999,11,10449.89,105448.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.5
3676,Changhong Ruba 2.0 Ton Inverter Series Split AC (CSDH240DH),108000,11,11880,119880,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.9
3677,Changhong Ruba 1.5 Ton Inverter Series Split AC (CSH18KF),48000,11,5280,53280,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.8
3678,Changhong Ruba 1.0 Ton Inverter Series AC (CSC12QDH),39691,11,4366.01,44057.01,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.5
3679,Changhong Ruba 1.0 Ton Inverter Series AC (CSDH12GA01G),55000,11,6050,61050,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.5
3680,Changhong Ruba 2.0 Ton Split Series AC (CSC24KF),84000,11,9240,93240,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.9
3681,Changhong Ruba 1.0 Ton  Cool Only Series AC (CSC12JTW),50000,11,5500,55500,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.2
3682,Changhong Ruba 1.5 Ton cool only Series Split AC (CSC18KF),46200,11,5082,51282,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.6
3683,Changhong Ruba 2.0 Ton Floor Standing Split AC (CSC24LA1H),120000,11,13200,133200,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3
3684,Changhong Ruba 2.0 Ton Inverter Series AC (CSDH24ODH),298999,11,32889.89,331888.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.4
3685,Changhong Ruba 1.5 Ton Inverter Series AC (CSDH18SA02G),75499,11,8304.89,83803.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.6
3686,Daikin 3.8 Ton Floor Standing Series (FVQN125AXV1),950000,11,104500,1054500,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
3687,Daikin 4.6 Ton Floor Standing Series (FVQN140AXV1),435000,11,47850,482850,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,2.9
3688,Daikin 1.8 Ton Inverter Series (FTX60AXV1),240000,11,26400,266400,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3
3689,Daikin 2.3 Ton Floor Standing Series (FVQN71AXV1),285000,11,31350,316350,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.5
3690,Daikin 1.6 Ton Inverter Series (FTX50AXV1),225000,11,24750,249750,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,3.7
3691,Daikin 2.0 Ton Inverter Series AC (FTXV60AXV1),189999,11,20899.89,210898.89,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,laptops,4.8
